transaction_id,transaction_date,customer_id,product_id,branch_id,channel,quantity,unit_price,discount_percentage,gross_revenue,net_revenue,cost,gross_margin,payment_status,campaign_id,has_campaign,product_name,category,standard_price,cost_price,margin_percentage,active_status,customer_type,segment,acquisition_channel,customer_since,location_category,customer_attribute,attribute_type,campaign_name,campaign_start_date,campaign_end_date,offer_type,campaign_cost,transaction_year,transaction_month,transaction_year_month,discount_band,customer_tenure_days,margin_percentage_tx
TXN011202,6/18/2025,C01857,P0088,BR03,Direct Sales,2,69.25,15,138.5,117.72,69.72,48,Pending,No Campaign,FALSE,Signature Lip Balm Set,Beauty & Personal Care,72.86,34.86,52.15,Active,SME,Budget,Online,1/7/2024,Other,Enterprise (200+),business_size,No Campaign,,,No offer,,2025,6,2025-06,11-15%,528,40.77
TXN013531,6/18/2025,C01358,P0099,BR01,Online,3,242.77,5,728.31,691.89,475.11,216.78,Paid,No Campaign,FALSE,Pro Cutlery Set,Home & Living,241.48,158.37,34.42,Active,SME,Budget,Online,1/29/2024,Other,Medium (11-50),business_size,No Campaign,,,No offer,,2025,6,2025-06,1-5%,506,31.33
TXN022326,6/18/2025,C01168,P0032,BR07,Online,3,14.51,0,43.53,43.53,24.96,18.57,Overdue,No Campaign,FALSE,Essential Denim Jacket,Apparel,13.91,8.32,40.19,Active,Individual,Budget,Walk-in,11/11/2022,Suburban,46-55,age_band,No Campaign,,,No offer,,2025,6,2025-06,0%,950,42.66
TXN037481,6/18/2025,C01440,P0020,BR05,Direct Sales,3,49.13,15,147.39,125.28,96.69,28.59,Paid,No Campaign,FALSE,Everyday Denim Jacket,Apparel,49.69,32.23,35.14,Active,Corporate,Standard,Walk-in,5/29/2022,Suburban,Large (51-200),business_size,No Campaign,,,No offer,,2025,6,2025-06,11-15%,1116,22.82
TXN005422,6/18/2025,C00609,P0020,BR05,Online,3,48.32,0,144.96,144.96,96.69,48.27,Paid,No Campaign,FALSE,Everyday Denim Jacket,Apparel,49.69,32.23,35.14,Active,Individual,Standard,Walk-in,11/11/2023,Urban,56-65,age_band,No Campaign,,,No offer,,2025,6,2025-06,0%,585,33.3
TXN044344,6/18/2025,C00694,P0032,BR03,Branch,3,13.57,5,40.71,38.67,24.96,13.71,Paid,No Campaign,FALSE,Essential Denim Jacket,Apparel,13.91,8.32,40.19,Active,Individual,New,Walk-in,1/9/2024,Urban,65+,age_band,No Campaign,,,No offer,,2025,6,2025-06,1-5%,526,35.45
TXN001317,6/18/2025,C00916,P0015,BR08,Partner,1,191.77,0,191.77,191.77,118.96,72.81,Paid,No Campaign,FALSE,Lite Ceramic Mug Set,Home & Living,191.68,118.96,37.94,Active,Individual,Standard,Walk-in,1/13/2024,Suburban,36-45,age_band,No Campaign,,,No offer,,2025,6,2025-06,0%,522,37.97
TXN006260,6/18/2025,C01452,P0016,BR01,Direct Sales,3,84.99,0,254.97,254.97,145.23,109.74,Paid,No Campaign,FALSE,Everyday Hand Cream,Beauty & Personal Care,81.87,48.41,40.87,Active,Individual,Standard,Walk-in,1/1/2022,Urban,26-35,age_band,No Campaign,,,No offer,,2025,6,2025-06,0%,1264,43.04
TXN013709,6/18/2025,C01844,P0088,BR02,Branch,2,73.5,0,147,147,69.72,77.28,Overdue,No Campaign,FALSE,Signature Lip Balm Set,Beauty & Personal Care,72.86,34.86,52.15,Active,Individual,Standard,Online,6/11/2023,Suburban,56-65,age_band,No Campaign,,,No offer,,2025,6,2025-06,0%,738,52.57
TXN006351,6/18/2025,C00905,P0069,BR05,Online,8,36.89,0,295.12,295.12,178.4,116.72,Paid,No Campaign,FALSE,Compact Cutlery Set,Home & Living,35.55,22.3,37.27,Active,Individual,Premium,Referral,5/14/2022,Urban,18-25,age_band,No Campaign,,,No offer,,2025,6,2025-06,0%,1131,39.55
TXN006775,6/18/2025,C01964,P0098,BR07,Partner,2,24.69,15,49.38,41.97,35,6.97,Paid,No Campaign,FALSE,Signature Ankle Socks,Apparel,24.82,17.5,29.49,Active,Individual,Premium,Online,1/1/2024,Urban,46-55,age_band,No Campaign,,,No offer,,2025,6,2025-06,11-15%,534,16.61
TXN028599,6/18/2025,C00330,P0020,BR05,Online,3,51.4,0,154.2,154.2,96.69,57.51,Overdue,No Campaign,FALSE,Everyday Denim Jacket,Apparel,49.69,32.23,35.14,Active,Individual,Budget,Referral,2/1/2024,Urban,56-65,age_band,No Campaign,,,No offer,,2025,6,2025-06,0%,503,37.3
TXN014970,6/18/2025,C01456,P0020,BR01,Online,2,49.78,10,99.56,89.6,64.46,25.14,Paid,No Campaign,FALSE,Everyday Denim Jacket,Apparel,49.69,32.23,35.14,Active,Individual,Standard,Online,3/3/2022,Urban,65+,age_band,No Campaign,,,No offer,,2025,6,2025-06,6-10%,1203,28.06
TXN000578,6/18/2025,C00939,P0078,BR03,Online,7,18.27,10,127.89,115.1,62.65,52.45,Paid,No Campaign,FALSE,Prime Fruit Preserve Jar,Food & Beverage,18.19,8.95,50.8,Active,SME,Standard,Sales Team,1/10/2024,Urban,Small (1-10),business_size,No Campaign,,,No offer,,2025,6,2025-06,6-10%,525,45.57
TXN023885,6/18/2025,C00171,P0089,BR06,Partner,3,195.22,0,585.66,585.66,529.89,55.77,Paid,No Campaign,FALSE,Ultra Camping Tent,Sports & Outdoors,202.08,176.63,12.59,Active,Individual,Standard,Online,5/22/2023,Urban,36-45,age_band,No Campaign,,,No offer,,2025,6,2025-06,0%,758,9.52
TXN041963,6/18/2025,C00830,P0069,BR01,Direct Sales,2,34.85,5,69.7,66.22,44.6,21.62,Paid,No Campaign,FALSE,Compact Cutlery Set,Home & Living,35.55,22.3,37.27,Active,Individual,Standard,Walk-in,6/8/2023,Other,26-35,age_band,No Campaign,,,No offer,,2025,6,2025-06,1-5%,741,32.65
TXN003588,6/18/2025,C01521,P0020,BR07,Direct Sales,2,47.72,0,95.44,95.44,64.46,30.98,Paid,No Campaign,FALSE,Everyday Denim Jacket,Apparel,49.69,32.23,35.14,Active,Individual,Standard,Online,2/12/2023,Urban,18-25,age_band,No Campaign,,,No offer,,2025,6,2025-06,0%,857,32.46
TXN017202,6/18/2025,C00841,P0046,BR08,Online,6,105.57,15,633.42,538.41,462.9,75.51,Paid,No Campaign,FALSE,Prime Shampoo,Beauty & Personal Care,107.44,77.15,28.19,Active,SME,Premium,Walk-in,10/21/2022,Urban,Medium (11-50),business_size,No Campaign,,,No offer,,2025,6,2025-06,11-15%,971,14.02
TXN037191,6/18/2025,C01131,P0046,BR04,Online,3,110.92,5,332.76,316.12,231.45,84.67,Paid,No Campaign,FALSE,Prime Shampoo,Beauty & Personal Care,107.44,77.15,28.19,Active,Individual,Standard,Sales Team,1/21/2023,Urban,26-35,age_band,No Campaign,,,No offer,,2025,6,2025-06,1-5%,879,26.78
TXN046322,6/18/2025,C01595,P0020,BR06,Direct Sales,1,47.75,10,47.75,42.98,32.23,10.75,Paid,No Campaign,FALSE,Everyday Denim Jacket,Apparel,49.69,32.23,35.14,Active,Individual,Standard,Walk-in,3/23/2023,Other,36-45,age_band,No Campaign,,,No offer,,2025,6,2025-06,6-10%,818,25.01
TXN034628,6/18/2025,C01581,P0020,BR07,Partner,6,49.66,10,297.96,268.16,193.38,74.78,Paid,No Campaign,FALSE,Everyday Denim Jacket,Apparel,49.69,32.23,35.14,Active,Individual,Premium,Online,9/18/2023,Urban,18-25,age_band,No Campaign,,,No offer,,2025,6,2025-06,6-10%,639,27.89
TXN005125,6/18/2025,C01937,P0023,BR03,Branch,4,63.91,0,255.64,255.64,155.68,99.96,Paid,No Campaign,FALSE,Lite Trekking Pole,Sports & Outdoors,64.83,38.92,39.97,Active,Individual,Budget,Walk-in,11/21/2023,Suburban,26-35,age_band,No Campaign,,,No offer,,2025,6,2025-06,0%,575,39.1
TXN006577,6/18/2025,C01526,P0029,BR05,Branch,5,117.04,0,585.2,585.2,541.6,43.6,Paid,No Campaign,FALSE,Lite Cycling Gloves,Sports & Outdoors,114.03,108.32,5.01,Active,Individual,Standard,Online,2/25/2024,Urban,56-65,age_band,No Campaign,,,No offer,,2025,6,2025-06,0%,479,7.45
TXN036135,6/18/2025,C01684,P0059,BR04,Online,2,332.63,15,665.26,565.47,425.74,139.73,Paid,No Campaign,FALSE,Deluxe Water Bottle,Sports & Outdoors,338.52,212.87,37.12,Active,Individual,New,Referral,7/15/2022,Other,36-45,age_band,No Campaign,,,No offer,,2025,6,2025-06,11-15%,1069,24.71
TXN013893,6/18/2025,C01778,P0057,BR05,Online,1,122.26,10,122.26,110.03,91.13,18.9,Partially Paid,No Campaign,FALSE,Pro Scented Candle,Home & Living,125.28,91.13,27.26,Active,Individual,Budget,Online,3/3/2023,Other,26-35,age_band,No Campaign,,,No offer,,2025,6,2025-06,6-10%,838,17.18
TXN007191,6/18/2025,C00056,P0099,BR07,Partner,2,248.18,0,496.36,496.36,316.74,179.62,Paid,No Campaign,FALSE,Pro Cutlery Set,Home & Living,241.48,158.37,34.42,Active,Individual,New,Online,9/20/2023,Suburban,26-35,age_band,No Campaign,,,No offer,,2025,6,2025-06,0%,637,36.19
TXN023986,6/18/2025,C00691,P0011,BR04,Partner,4,156.2,10,624.8,562.32,444.04,118.28,Paid,No Campaign,FALSE,Compact Football,Sports & Outdoors,158.63,111.01,30.02,Active,Individual,Standard,Referral,2/1/2024,Suburban,36-45,age_band,No Campaign,,,No offer,,2025,6,2025-06,6-10%,503,21.03
TXN016917,6/18/2025,C01812,P0020,BR08,Direct Sales,5,48.67,5,243.35,231.18,161.15,70.03,Overdue,No Campaign,FALSE,Everyday Denim Jacket,Apparel,49.69,32.23,35.14,Active,Individual,Standard,Online,1/29/2024,Urban,46-55,age_band,No Campaign,,,No offer,,2025,6,2025-06,1-5%,506,30.29
TXN011270,6/18/2025,C00051,P0005,BR02,Dealer,3,201.61,0,604.83,604.83,279.45,325.38,Paid,No Campaign,FALSE,Basic Sports Towel,Sports & Outdoors,198.56,93.15,53.09,Active,Individual,Budget,Referral,12/7/2023,Urban,18-25,age_band,No Campaign,,,No offer,,2025,6,2025-06,0%,559,53.8
TXN025593,6/18/2025,C00255,P0070,BR05,Branch,4,39.73,0,158.92,158.92,100,58.92,Paid,No Campaign,FALSE,Deluxe Deodorant,Beauty & Personal Care,41.57,25,39.86,Active,Individual,Budget,Referral,1/13/2024,Urban,18-25,age_band,No Campaign,,,No offer,,2025,6,2025-06,0%,522,37.08
TXN005685,6/18/2025,C01308,P0036,BR01,Branch,6,30.82,0,184.92,184.92,110.16,74.76,Pending,No Campaign,FALSE,Smart Fruit Preserve Jar,Food & Beverage,30.74,18.36,40.27,Active,Individual,Standard,Sales Team,11/6/2023,Urban,18-25,age_band,No Campaign,,,No offer,,2025,6,2025-06,0%,590,40.43
TXN040710,6/18/2025,C01063,P0079,BR05,Partner,4,229.94,15,919.76,781.8,537.88,243.92,Paid,No Campaign,FALSE,Classic Laptop Stand,Electronics,240.01,134.47,43.97,Active,Individual,New,Online,1/4/2024,Urban,46-55,age_band,No Campaign,,,No offer,,2025,6,2025-06,11-15%,531,31.2
TXN002962,6/18/2025,C01217,P0028,BR04,Branch,2,15.81,0,31.62,31.62,23.18,8.44,Paid,No Campaign,FALSE,Ultra Shampoo,Beauty & Personal Care,16.08,11.59,27.92,Active,Individual,Standard,Online,1/16/2024,Suburban,56-65,age_band,No Campaign,,,No offer,,2025,6,2025-06,0%,519,26.69
TXN006514,6/19/2025,C01338,P0011,BR02,Online,1,159.67,0,159.67,159.67,111.01,48.66,Paid,No Campaign,FALSE,Compact Football,Sports & Outdoors,158.63,111.01,30.02,Active,SME,Budget,Walk-in,3/26/2023,Suburban,Enterprise (200+),business_size,No Campaign,,,No offer,,2025,6,2025-06,0%,816,30.48
TXN041614,6/19/2025,C00070,P0099,BR08,Online,2,247.69,0,495.38,495.38,316.74,178.64,Pending,No Campaign,FALSE,Pro Cutlery Set,Home & Living,241.48,158.37,34.42,Active,Individual,Standard,Online,1/20/2024,Suburban,56-65,age_band,No Campaign,,,No offer,,2025,6,2025-06,0%,516,36.06
TXN022360,6/19/2025,C00647,P0030,BR04,Online,3,44.12,5,132.36,125.74,92.37,33.37,Paid,No Campaign,FALSE,Ultra Trail Mix Pouch,Food & Beverage,46.24,30.79,33.41,Active,Individual,Standard,Online,2/14/2024,Urban,36-45,age_band,No Campaign,,,No offer,,2025,6,2025-06,1-5%,491,26.54
TXN003117,6/19/2025,C00193,P0082,BR01,Online,3,102.12,5,306.36,291.04,198.72,92.32,Paid,No Campaign,FALSE,Basic Hair Serum,Beauty & Personal Care,102.58,66.24,35.43,Active,SME,Budget,Referral,3/11/2024,Urban,Large (51-200),business_size,No Campaign,,,No offer,,2025,6,2025-06,1-5%,465,31.72
TXN010009,6/19/2025,C01493,P0010,BR01,Partner,3,20.64,0,61.92,61.92,35.46,26.46,Paid,No Campaign,FALSE,Plus Body Lotion,Beauty & Personal Care,19.94,11.82,40.72,Active,SME,Standard,Online,2/5/2024,Urban,Large (51-200),business_size,No Campaign,,,No offer,,2025,6,2025-06,0%,500,42.73
TXN015067,6/19/2025,C00926,P0090,BR03,Online,4,47.83,5,191.32,181.75,128.4,53.35,Paid,No Campaign,FALSE,Prime Sparkling Water Pack,Food & Beverage,46.54,32.1,31.03,Active,SME,Budget,Referral,3/17/2022,Urban,Enterprise (200+),business_size,No Campaign,,,No offer,,2025,6,2025-06,1-5%,1190,29.35
TXN018052,6/19/2025,C01953,P0005,BR06,Partner,3,199.36,15,598.08,508.37,279.45,228.92,Paid,No Campaign,FALSE,Basic Sports Towel,Sports & Outdoors,198.56,93.15,53.09,Active,Individual,Premium,Online,9/2/2023,Urban,18-25,age_band,No Campaign,,,No offer,,2025,6,2025-06,11-15%,656,45.03
TXN010025,6/19/2025,C00098,P0069,BR03,Online,2,36.64,15,73.28,62.29,44.6,17.69,Paid,No Campaign,FALSE,Compact Cutlery Set,Home & Living,35.55,22.3,37.27,Active,Individual,Premium,Referral,12/2/2023,Suburban,26-35,age_band,No Campaign,,,No offer,,2025,6,2025-06,11-15%,565,28.4
TXN015241,6/19/2025,C01588,P0011,BR05,Branch,4,159.85,10,639.4,575.46,444.04,131.42,Paid,No Campaign,FALSE,Compact Football,Sports & Outdoors,158.63,111.01,30.02,Active,Individual,Standard,Referral,10/11/2022,Urban,36-45,age_band,No Campaign,,,No offer,,2025,6,2025-06,6-10%,982,22.84
TXN010998,6/19/2025,C00626,P0079,BR07,Online,4,249.37,5,997.48,947.61,537.88,409.73,Paid,No Campaign,FALSE,Classic Laptop Stand,Electronics,240.01,134.47,43.97,Active,Individual,New,Referral,6/5/2022,Urban,26-35,age_band,No Campaign,,,No offer,,2025,6,2025-06,1-5%,1110,43.24
TXN028113,6/19/2025,C01904,P0084,BR05,Branch,3,40.86,20,122.58,98.06,90.51,7.55,Paid,No Campaign,FALSE,Max Cookie Box,Food & Beverage,42.6,30.17,29.18,Active,Corporate,Standard,Walk-in,4/22/2024,Urban,Small (1-10),business_size,No Campaign,,,No offer,,2025,6,2025-06,16-20%,423,7.7
TXN028206,6/19/2025,C01525,P0020,BR03,Online,3,51.45,10,154.35,138.92,96.69,42.23,Paid,No Campaign,FALSE,Everyday Denim Jacket,Apparel,49.69,32.23,35.14,Active,Individual,Premium,Walk-in,2/6/2024,Urban,46-55,age_band,No Campaign,,,No offer,,2025,6,2025-06,6-10%,499,30.4
TXN044614,6/19/2025,C01302,P0020,BR07,Partner,6,52.1,5,312.6,296.97,193.38,103.59,Paid,No Campaign,FALSE,Everyday Denim Jacket,Apparel,49.69,32.23,35.14,Active,Individual,Budget,Sales Team,1/6/2023,Suburban,46-55,age_band,No Campaign,,,No offer,,2025,6,2025-06,1-5%,895,34.88
TXN041744,6/19/2025,C01010,P0020,BR04,Direct Sales,3,50.61,0,151.83,151.83,96.69,55.14,Paid,No Campaign,FALSE,Everyday Denim Jacket,Apparel,49.69,32.23,35.14,Active,Individual,Standard,Walk-in,1/16/2024,Urban,65+,age_band,No Campaign,,,No offer,,2025,6,2025-06,0%,520,36.32
TXN015636,6/19/2025,C00627,P0051,BR05,Branch,2,303.08,0,606.16,606.16,466.14,140.02,Paid,No Campaign,FALSE,Prime Scented Candle,Home & Living,314.3,233.07,25.84,Active,Individual,Budget,Online,7/15/2022,Urban,56-65,age_band,No Campaign,,,No offer,,2025,6,2025-06,0%,1070,23.1
TXN021097,6/19/2025,C01019,P0018,BR03,Dealer,3,4.83,10,14.49,13.04,8.31,4.73,Paid,No Campaign,FALSE,Plus Cookie Box,Food & Beverage,4.76,2.77,41.81,Active,Individual,Premium,Walk-in,9/29/2023,Urban,65+,age_band,No Campaign,,,No offer,,2025,6,2025-06,6-10%,629,36.27
TXN017731,6/19/2025,C00621,P0082,BR01,Direct Sales,3,107.45,5,322.35,306.23,198.72,107.51,Paid,No Campaign,FALSE,Basic Hair Serum,Beauty & Personal Care,102.58,66.24,35.43,Active,Individual,Budget,Sales Team,2/9/2023,Urban,46-55,age_band,No Campaign,,,No offer,,2025,6,2025-06,1-5%,861,35.11
TXN046852,6/19/2025,C01953,P0013,BR06,Online,1,617.76,10,617.76,555.98,308.41,247.57,Paid,No Campaign,FALSE,Lite Webcam,Electronics,626.95,308.41,50.81,Active,Individual,Premium,Online,9/2/2023,Urban,18-25,age_band,No Campaign,,,No offer,,2025,6,2025-06,6-10%,656,44.53
TXN029495,6/19/2025,C00953,P0038,BR04,Online,3,70.62,44.11,211.86,118.41,96.3,22.11,Paid,No Campaign,FALSE,Basic Wool Sweater,Apparel,70.33,32.1,54.36,Active,Individual,Premium,Walk-in,1/20/2024,Other,65+,age_band,No Campaign,,,No offer,,2025,6,2025-06,20%+,516,18.67
TXN023118,6/19/2025,C00518,P0006,BR01,Dealer,4,45,0,180,180,102.84,77.16,Paid,No Campaign,FALSE,Smart Herbal Tea Box,Food & Beverage,46.21,25.71,44.36,Active,SME,New,Online,7/17/2022,Suburban,Large (51-200),business_size,No Campaign,,,No offer,,2025,6,2025-06,0%,1068,42.87
TXN001154,6/19/2025,C00334,P0075,BR07,Online,3,377.86,5,1133.58,1076.9,812.43,264.47,Overdue,No Campaign,FALSE,Advanced Cutlery Set,Home & Living,392.13,270.81,30.94,Active,SME,Premium,Referral,1/25/2024,Suburban,Enterprise (200+),business_size,No Campaign,,,No offer,,2025,6,2025-06,1-5%,511,24.56
TXN030019,6/19/2025,C00358,P0016,BR03,Branch,3,84.39,5,253.17,240.51,145.23,95.28,Paid,No Campaign,FALSE,Everyday Hand Cream,Beauty & Personal Care,81.87,48.41,40.87,Active,SME,Premium,Online,1/16/2024,Other,Medium (11-50),business_size,No Campaign,,,No offer,,2025,6,2025-06,1-5%,520,39.62
TXN022210,6/19/2025,C00916,P0009,BR07,Branch,5,145.78,5,728.9,692.46,394.05,298.41,Paid,No Campaign,FALSE,Prime Ceramic Mug Set,Home & Living,140.44,78.81,43.88,Active,Individual,Standard,Walk-in,1/13/2024,Suburban,36-45,age_band,No Campaign,,,No offer,,2025,6,2025-06,1-5%,523,43.09
TXN026931,6/19/2025,C00285,P0073,BR03,Direct Sales,1,502.46,10,502.46,452.21,235.65,216.56,Paid,No Campaign,FALSE,Basic Wireless Earbuds,Electronics,490.43,235.65,51.95,Active,Individual,Budget,Sales Team,6/8/2022,Urban,36-45,age_band,No Campaign,,,No offer,,2025,6,2025-06,6-10%,1107,47.89
TXN004444,6/19/2025,C01204,P0034,BR02,Dealer,2,73.85,5,147.7,140.31,79.58,60.73,Partially Paid,No Campaign,FALSE,Everyday Facial Cleanser,Beauty & Personal Care,71.82,39.79,44.6,Active,Individual,New,Referral,4/13/2024,Suburban,65+,age_band,No Campaign,,,No offer,,2025,6,2025-06,1-5%,432,43.28
TXN033031,6/19/2025,C00505,P0088,BR05,Partner,1,76.21,5,76.21,72.4,34.86,37.54,Paid,No Campaign,FALSE,Signature Lip Balm Set,Beauty & Personal Care,72.86,34.86,52.15,Active,Individual,New,Online,1/16/2024,Suburban,36-45,age_band,No Campaign,,,No offer,,2025,6,2025-06,1-5%,520,51.85
TXN028732,6/19/2025,C01407,P0011,BR02,Online,4,164.84,20,659.36,527.49,444.04,83.45,Overdue,No Campaign,FALSE,Compact Football,Sports & Outdoors,158.63,111.01,30.02,Active,Individual,Standard,Walk-in,3/31/2024,Urban,56-65,age_band,No Campaign,,,No offer,,2025,6,2025-06,16-20%,445,15.82
TXN023439,6/19/2025,C01992,P0046,BR02,Branch,2,109.71,5,219.42,208.45,154.3,54.15,Overdue,No Campaign,FALSE,Prime Shampoo,Beauty & Personal Care,107.44,77.15,28.19,Active,Individual,Standard,Online,1/12/2024,Suburban,36-45,age_band,No Campaign,,,No offer,,2025,6,2025-06,1-5%,524,25.98
TXN012842,6/19/2025,C00630,P0037,BR03,Online,3,445.41,10,1336.23,1202.61,711.18,491.43,Paid,No Campaign,FALSE,Essential Tablet Sleeve,Electronics,447.2,237.06,46.99,Active,Individual,New,Sales Team,3/7/2023,Other,18-25,age_band,No Campaign,,,No offer,,2025,6,2025-06,6-10%,835,40.86
TXN043435,6/19/2025,C01324,P0079,BR06,Online,3,241.94,0,725.82,725.82,403.41,322.41,Overdue,No Campaign,FALSE,Classic Laptop Stand,Electronics,240.01,134.47,43.97,Active,SME,Standard,Online,1/7/2024,Urban,Medium (11-50),business_size,No Campaign,,,No offer,,2025,6,2025-06,0%,529,44.42
TXN033648,6/19/2025,C00830,P0084,BR01,Direct Sales,3,40.91,10,122.73,110.46,90.51,19.95,Paid,No Campaign,FALSE,Max Cookie Box,Food & Beverage,42.6,30.17,29.18,Active,Individual,Standard,Walk-in,6/8/2023,Other,26-35,age_band,No Campaign,,,No offer,,2025,6,2025-06,6-10%,742,18.06
TXN034304,6/19/2025,C01033,P0013,BR06,Branch,4,639.04,10,2556.16,2300.54,1233.64,1066.9,Paid,No Campaign,FALSE,Lite Webcam,Electronics,626.95,308.41,50.81,Active,Individual,Standard,Online,1/8/2024,Urban,26-35,age_band,No Campaign,,,No offer,,2025,6,2025-06,6-10%,528,46.38
TXN021481,6/19/2025,C01018,P0088,BR01,Branch,3,70.38,5,211.14,200.58,104.58,96,Paid,No Campaign,FALSE,Signature Lip Balm Set,Beauty & Personal Care,72.86,34.86,52.15,Active,Individual,Standard,Online,1/25/2024,Urban,46-55,age_band,No Campaign,,,No offer,,2025,6,2025-06,1-5%,511,47.86
TXN019501,6/19/2025,C01240,P0042,BR08,Direct Sales,6,33.2,0,199.2,199.2,116.64,82.56,Pending,No Campaign,FALSE,Basic Granola Mix,Food & Beverage,34.63,19.44,43.86,Active,Individual,Premium,Online,1/19/2024,Suburban,36-45,age_band,No Campaign,,,No offer,,2025,6,2025-06,0%,517,41.45
TXN024605,6/19/2025,C00767,P0098,BR06,Online,4,25.95,20,103.8,83.04,70,13.04,Paid,No Campaign,FALSE,Signature Ankle Socks,Apparel,24.82,17.5,29.49,Active,Individual,Standard,Referral,5/20/2022,Suburban,46-55,age_band,No Campaign,,,No offer,,2025,6,2025-06,16-20%,1126,15.7
TXN005260,6/19/2025,C00434,P0063,BR04,Online,2,152.25,15,304.5,258.82,183.8,75.02,Paid,No Campaign,FALSE,Signature Throw Blanket,Home & Living,159.06,91.9,42.22,Active,Corporate,Standard,Walk-in,2/15/2024,Other,Small (1-10),business_size,No Campaign,,,No offer,,2025,6,2025-06,11-15%,490,28.99
TXN028052,6/19/2025,C00481,P0021,BR03,Dealer,2,274.39,5,548.78,521.34,309.7,211.64,Paid,No Campaign,FALSE,Basic Scented Candle,Home & Living,270.76,154.85,42.81,Active,Individual,New,Online,6/17/2022,Other,46-55,age_band,No Campaign,,,No offer,,2025,6,2025-06,1-5%,1098,40.6
TXN021467,6/19/2025,C00846,P0011,BR05,Online,2,161.59,5,323.18,307.02,222.02,85,Paid,No Campaign,FALSE,Compact Football,Sports & Outdoors,158.63,111.01,30.02,Active,Individual,Budget,Online,1/30/2024,Suburban,36-45,age_band,No Campaign,,,No offer,,2025,6,2025-06,1-5%,506,27.69
TXN011857,6/19/2025,C01962,P0006,BR04,Branch,3,44.98,0,134.94,134.94,77.13,57.81,Paid,No Campaign,FALSE,Smart Herbal Tea Box,Food & Beverage,46.21,25.71,44.36,Active,Individual,Standard,Sales Team,1/2/2024,Suburban,36-45,age_band,No Campaign,,,No offer,,2025,6,2025-06,0%,534,42.84
TXN029020,6/19/2025,C01329,P0078,BR03,Dealer,5,17.93,15,89.65,76.2,44.75,31.45,Paid,No Campaign,FALSE,Prime Fruit Preserve Jar,Food & Beverage,18.19,8.95,50.8,Active,SME,Premium,Walk-in,1/3/2024,Suburban,Large (51-200),business_size,No Campaign,,,No offer,,2025,6,2025-06,11-15%,533,41.27
TXN016279,6/19/2025,C01005,P0020,BR06,Dealer,5,47.22,5,236.1,224.3,161.15,63.15,Paid,No Campaign,FALSE,Everyday Denim Jacket,Apparel,49.69,32.23,35.14,Active,SME,New,Online,2/14/2024,Urban,Small (1-10),business_size,No Campaign,,,No offer,,2025,6,2025-06,1-5%,491,28.15
TXN024501,6/19/2025,C01418,P0006,BR04,Branch,4,46.82,15,187.28,159.19,102.84,56.35,Overdue,No Campaign,FALSE,Smart Herbal Tea Box,Food & Beverage,46.21,25.71,44.36,Active,Individual,Standard,Walk-in,2/6/2024,Suburban,65+,age_band,No Campaign,,,No offer,,2025,6,2025-06,11-15%,499,35.4
TXN012802,6/19/2025,C01205,P0069,BR01,Direct Sales,2,34.71,20,69.42,55.54,44.6,10.94,Paid,No Campaign,FALSE,Compact Cutlery Set,Home & Living,35.55,22.3,37.27,Active,Individual,Budget,Online,1/19/2024,Urban,18-25,age_band,No Campaign,,,No offer,,2025,6,2025-06,16-20%,517,19.7
TXN016899,6/19/2025,C00052,P0086,BR02,Branch,3,26.33,0,78.99,78.99,60.87,18.12,Overdue,No Campaign,FALSE,Basic Denim Jacket,Apparel,27.51,20.29,26.25,Active,Corporate,Standard,Walk-in,6/30/2023,Suburban,Small (1-10),business_size,No Campaign,,,No offer,,2025,6,2025-06,0%,720,22.94
TXN021579,6/19/2025,C00858,P0011,BR01,Branch,3,155.62,5,466.86,443.52,333.03,110.49,Paid,No Campaign,FALSE,Compact Football,Sports & Outdoors,158.63,111.01,30.02,Active,Individual,Budget,Sales Team,4/24/2024,Urban,18-25,age_band,No Campaign,,,No offer,,2025,6,2025-06,1-5%,421,24.91
TXN017456,6/19/2025,C01176,P0058,BR04,Dealer,3,80.6,5,241.8,229.71,112.59,117.12,Paid,No Campaign,FALSE,Lite Deodorant,Beauty & Personal Care,77.91,37.53,51.83,Active,Individual,Standard,Walk-in,1/11/2024,Other,36-45,age_band,No Campaign,,,No offer,,2025,6,2025-06,1-5%,525,50.99
TXN040673,6/19/2025,C01847,P0082,BR08,Partner,1,102.87,0,102.87,102.87,66.24,36.63,Paid,No Campaign,FALSE,Basic Hair Serum,Beauty & Personal Care,102.58,66.24,35.43,Active,Individual,Standard,Referral,1/8/2024,Suburban,18-25,age_band,No Campaign,,,No offer,,2025,6,2025-06,0%,528,35.61
TXN040788,6/19/2025,C00600,P0090,BR08,Online,3,48.79,0,146.37,146.37,96.3,50.07,Paid,No Campaign,FALSE,Prime Sparkling Water Pack,Food & Beverage,46.54,32.1,31.03,Active,Individual,Budget,Online,1/7/2024,Other,18-25,age_band,No Campaign,,,No offer,,2025,6,2025-06,0%,529,34.21
TXN027524,6/19/2025,C00763,P0039,BR01,Dealer,3,71.49,5,214.47,203.75,127.56,76.19,Pending,No Campaign,FALSE,Max Wall Clock,Home & Living,69,42.52,38.38,Active,Individual,Premium,Online,11/25/2023,Other,46-55,age_band,No Campaign,,,No offer,,2025,6,2025-06,1-5%,572,37.39
